title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url
On adopting Ontology Alignment techniques within the Phenotype Acquisition Process,E. Jimenez-Ruiz,https://openaccess.city.ac.uk/id/eprint/22950/1/paper9.pdf,2,https://github.com/phenotips/boqa,github.com/phenotips/boqa,phenotips/boqa
Results of the ontology alignment evaluation initiative 2018,A. Algergawy,https://openaccess.city.ac.uk/id/eprint/22956/1/oaei18_paper0.pdf,11,https://github.com/silk-framework/silk/issues/57,github.com/silk-framework/silk,silk-framework/silk
Myex: A MATLAB interface for the Tobii Eyex eye-tracker,P. R. Jones,https://openaccess.city.ac.uk/id/eprint/20179/1/matlab.pdf,3,https://github.com/petejonze/myex,github.com/petejonze/myex,petejonze/myex
RODI: Benchmarking Relational-to-Ontology Mapping Generation Quality,C. Pinkel,https://openaccess.city.ac.uk/id/eprint/22955/1/swj1439.pdf,4,https://github.com/chrpin/rodi,github.com/chrpin/rodi,chrpin/rodi
Investigating Android permissions and intents for malware detection,F. I. Abro,https://openaccess.city.ac.uk/id/eprint/19741/1/Abro%2C%20Fauzia%20Idrees.pdf,72,https://github.com/androguard/androguard,github.com/androguard/androguard,androguard/androguard
Individual mobility in context: from high resolution trajectories to social behaviour,L. Alessandretti,https://openaccess.city.ac.uk/id/eprint/20077/1/Alessandretti%2C%20Laura.pdf,91,https://github.com/lalessan/user_basedPT,github.com/lalessan/user_basedPT,lalessan/user_basedPT
Ontology driven clinical decision support for early diagnostic recommendations,G.M. Chandrasekharan,https://openaccess.city.ac.uk/id/eprint/21167/1/Mannamparambil%20Chandrasekharan%2C%20Gopikrishnan_Vol_1.pdf,295,https://github.com/RDFLib/sparqlwrapper.,github.com/RDFLib/sparqlwrapper,RDFLib/sparqlwrapper
The Value of Reactive Power for Voltage Control in Lossy Networks,M. Deakin,https://openaccess.city.ac.uk/id/eprint/19441/1/pesgm2018.pdf,5,https://github.com/deakinmt/pesgm18,github.com/deakinmt/pesgm,deakinmt/pesgm18
Diversity in Open Source Intrusion Detection Systems,I. Gashi,https://openaccess.city.ac.uk/id/eprint/19901/1/DiversityInIDSs_SafeComp2018_Accepted_v01.pdf,2,https://github.com/shirkdog/pulledpork,github.com/shirkdog/pulledpork,shirkdog/pulledpork
Design for the Right to the Smart City in More-than-Human Worlds,S. Heitlinger,https://openaccess.city.ac.uk/id/eprint/21474/1/right%20to%20the%20smart%20city%20in%20more%20than%20human%20worlds.pdf,12,https://github.com/haddadi/cs-sensor-unit,github.com/haddadi/cs-sensor-unit,haddadi/cs-sensor-unit
Breaking-down the Ontology Alignment Task with a Lexical Index and Neural Embeddings,E. Jimenez-Ruiz,https://openaccess.city.ac.uk/id/eprint/22927/1/OA_Divide_and_Conquer__Arxiv_paper_version____2018.pdf,8,https://github.com/facebookresearch/StarSpace,github.com/facebookresearch/StarSpace,facebookresearch/StarSpace
Breaking-down the Ontology Alignment Task with a Lexical Index and Neural Embeddings,E. Jimenez-Ruiz,https://openaccess.city.ac.uk/id/eprint/22927/1/OA_Divide_and_Conquer__Arxiv_paper_version____2018.pdf,9,https://github.com/ernestojimenezruiz/logmap-matcher,github.com/ernestojimenezruiz/logmap-matcher,ernestojimenezruiz/logmap-matcher
Breaking-down the Ontology Alignment Task with a Lexical Index and Neural Embeddings,E. Jimenez-Ruiz,https://openaccess.city.ac.uk/id/eprint/22927/1/OA_Divide_and_Conquer__Arxiv_paper_version____2018.pdf,9,https://github.com/plumdeq/neuro-onto-part,github.com/plumdeq/neuro-onto-part,plumdeq/neuro-onto-part
The Rescorla-Wagner Drift-Diffusion Model,A. Luzardo,https://openaccess.city.ac.uk/id/eprint/19210/1/Luzardo%2C%20Andre.pdf,30,https://github.com/ndrluzardo/PhDThesis.,github.com/ndrluzardo/PhDThesis,ndrluzardo/PhDThesis
StMoMo: An R Package for Stochastic Mortality Modelling,P. Millossovich,https://openaccess.city.ac.uk/id/eprint/17378/7/StMoMoVignette.pdf,38,http://github.com/robjhyndman/forecast.,github.com/robjhyndman/forecast,robjhyndman/forecast
Multispectral Image Processing for Navigation Using Low Performance Computing,D. Ronado,https://openaccess.city.ac.uk/id/eprint/22017/1/Multispectral_image_processing_for_navigation-2018.pdf,7,https://github.com/foelin/IntensityOrderFeature,github.com/foelin/IntensityOrderFeature,foelin/IntensityOrderFeature
"Quivers, tilings and branes",Y. Xiao,https://openaccess.city.ac.uk/id/eprint/22113/1/Xiao%2C%20Yan.pdf,210,https://github.com/DimerSystem/Tilings.,github.com/DimerSystem/Tilings,DimerSystem/Tilings
Segmentation and Shape Analysis of Macrophages Using Anglegram Analysis,J. A. Solis-Lemus,https://openaccess.city.ac.uk/id/eprint/19349/1/J2017_SolisLemus_SegmentationAndShapeAnalysisUsingAnglegram_JImaging.pdf,21,"https://github.com/alonsoJASL/matlab.anglegram,",github.com/alonsoJASL/matlab,alonsoJASL/matlab.cnn
Diversity with Intrusion Detection Systems: An Empirical Study,A. Algaith,https://openaccess.city.ac.uk/id/eprint/18335/1/NCA2017_Diverse_IDS_v023.pdf,3,https://github.com/JoseCarlosFonseca/Vulnerability-and-Attack-Injector,github.com/JoseCarlosFonseca/Vulnerability-and-Attack-Injector,JoseCarlosFonseca/Vulnerability-and-Attack-Injector
Diversity with Intrusion Detection Systems: An Empirical Study,A. Algaith,https://openaccess.city.ac.uk/id/eprint/18335/1/NCA2017_Diverse_IDS_v023.pdf,3,https://github.com/larskanis/greensql-fw.,github.com/larskanis/greensql-fw,larskanis/greensql-fw
A public key encryption scheme for string identification,I. G. Ray,https://openaccess.city.ac.uk/id/eprint/18632/1/HE_string%20%281%29.pdf,9,https://github.com/iskana/PBWT-sec/,github.com/iskana/PBWT-sec,iskana/PBWT-sec
A Reactive Security Framework for Operational Wind Parks Using Service Function Chaining,K. Fysarakis,https://openaccess.city.ac.uk/id/eprint/17219/1/1570344524.pdf,5,https://github.com/sk4ld/gridpot,github.com/sk4ld/gridpot,sk4ld/gridpot
Incremental bounded model checking for embedded software,P. Schrammel,https://openaccess.city.ac.uk/id/eprint/21596/1/schrammel17%3A_increm.pdf,15,https://github.com/sosy-lab/sv-benchmarks/releases/tag/svcomp15.,github.com/sosy-lab/sv-benchmarks,sosy-lab/sv-benchmarks
A comprehensive survey of brane tilings,S. Franco,https://openaccess.city.ac.uk/id/eprint/18201/1/1702.03958.pdf,39,https://github.com/DimerSystem/Tilings.,github.com/DimerSystem/Tilings,DimerSystem/Tilings
Ontology Based Data Access in Statoil,E. Kharlamov,https://openaccess.city.ac.uk/id/eprint/22959/1/main-JWS-16-Statoil.pdf,42,https://github.com/ontop/ontop/wiki/ontopOBDAModel),github.com/ontop/ontop,ontop/ontop
A Globally Arbitrated Memory Tree for Mixed-Time-Criticality Systems,M. Gomony,https://openaccess.city.ac.uk/id/eprint/26847/8/2016_ieee_trans_comp_memory_tree%281%29.pdf,15,https://github.com/RTSYork/GAMT/.,github.com/RTSYork/GAMT,RTSYork/GAMT
The digital music lab: A big data infrastructure for digital musicology,S. Abdallah,https://openaccess.city.ac.uk/id/eprint/16481/1/Weyde-JOCCH-2017-Accepted.pdf,14,https://github.com/bbcrd/bbc-vamp-plugins,github.com/bbcrd/bbc-vamp-plugins,bbcrd/bbc-vamp-plugins
LogMap family participation in the OAEI 2017,E. Jimenez-Ruiz,https://openaccess.city.ac.uk/id/eprint/22952/1/oaei17_paper7.pdf,3,https://github.com/ernestojimenezruiz/logmap-matcher/.,github.com/ernestojimenezruiz/logmap-matcher,ernestojimenezruiz/logmap-matcher
LogMap family participation in the OAEI 2017,E. Jimenez-Ruiz,https://openaccess.city.ac.uk/id/eprint/22952/1/oaei17_paper7.pdf,5,https://github.com/asolimando/logmap-conservativity/,github.com/asolimando/logmap-conservativity,asolimando/logmap-conservativity
vepRisk - A Web Based Analysis Tool for Public Security Data,A. Andongabo,https://openaccess.city.ac.uk/id/eprint/17584/1/EDCC2017_Paper_v15.pdf,4,https://github.com/toolswatch/vFeed,github.com/toolswatch/vFeed,toolswatch/vFeed
Efficient hand orientation and pose estimation for uncalibrated cameras,M. Asad,https://openaccess.city.ac.uk/id/eprint/17943/1/Asad%2C%20Muhammad_Modified.pdf,67,https://github.com/mpielot/androidrf,github.com/mpielot/androidrf,mpielot/androidrf
Efficient hand orientation and pose estimation for uncalibrated cameras,M. Asad,https://openaccess.city.ac.uk/id/eprint/17943/1/Asad%2C%20Muhammad_Modified.pdf,67,https://github.com/karpathy/forestjs,github.com/karpathy/forestjs,karpathy/forestjs
Modelling metrical flux: an adaptive frequency neural network for expressive rhythmic perception and prediction,A. Elmsley (né Lambert),https://openaccess.city.ac.uk/id/eprint/18376/1/Elmsley%2C%20Andrew.pdf,35,https://github.com/andyr0id/PyGFNN,github.com/andyr0id/PyGFNN,andyr0id/PyGFNN
sPECTRA: a Precise framEwork for analyzing CrypTographic vulneRabilities in Android apps,J. Gajrani,https://openaccess.city.ac.uk/id/eprint/18627/1/CCNC2017_sPECTRA.pdf,8,https://github.com/mssun/android-apps-crawler.,github.com/mssun/android-apps-crawler,mssun/android-apps-crawler
Development of multivariable models to predict change in Body Mass Index within a clinical trial population of psychotic individuals,R. N. S. Harrison,https://openaccess.city.ac.uk/id/eprint/18555/7/s41598-017-15137-7.pdf,5,https://github.com/snewhouse/BRC_MH_Bioinformatics).,github.com/snewhouse/BRC_MH_Bioinformatics,snewhouse/BRC_MH_Bioinformatics
A Double-Error Correction Computational Model of Learning,N. Kokkola,https://openaccess.city.ac.uk/id/eprint/18838/1/Kokkola%2C%20Niklas%2C%20H.B..pdf,85,https://github.com/CAL-R/DE_model,github.com/CAL-R/DE_model,CAL-R/DE_model
A Double-Error Correction Computational Model of Learning,N. Kokkola,https://openaccess.city.ac.uk/id/eprint/18838/1/Kokkola%2C%20Niklas%2C%20H.B..pdf,85,https://github.com/nomadicmonad/DE_model,github.com/nomadicmonad/DE_model,nomadicmonad/DE_model
The contribution of the luminance and opponent chromatic post-receptoral mechanisms to visual working memory,M. Kosilo,https://openaccess.city.ac.uk/id/eprint/19357/1/Kosilo%2C%20Maciej.pdf,325,https://github.com/lucklab/erplab/wiki/Artifact-,github.com/lucklab/erplab,lucklab/erplab
Curiosity driven search experiences,J. D. Millan Cifuentes,https://openaccess.city.ac.uk/id/eprint/18085/1/Millan-Cifuentes%2C%20Juan.pdf,87,https://github.com/juanmillan85/app-travel-companion,github.com/juanmillan85/app-travel-companion,juanmillan85/app-travel-companion
Curiosity driven search experiences,J. D. Millan Cifuentes,https://openaccess.city.ac.uk/id/eprint/18085/1/Millan-Cifuentes%2C%20Juan.pdf,146,https://github.com/juanmillan85/curiouscompanion.git,github.com/juanmillan85/curiouscompanion,juanmillan85/curiouscompanion
Curiosity driven search experiences,J. D. Millan Cifuentes,https://openaccess.city.ac.uk/id/eprint/18085/1/Millan-Cifuentes%2C%20Juan.pdf,149,https://github.com/CodeSeven/toastr,github.com/CodeSeven/toastr,CodeSeven/toastr
A computational study on outliers in world music,M. Panteli,https://openaccess.city.ac.uk/id/eprint/22028/1/A%20computational%20study%20on%20outliers%20in%20world%20music.pdf,16,http://github.com/mpanteli/music-outliers).,github.com/mpanteli/music-outliers,mpanteli/music-outliers
INCMap: A Journey towards ontology-based data integration,C. Pinkel,https://openaccess.city.ac.uk/id/eprint/23182/1/paper_web.pdf,3,https://github.com/chrpin/rodi,github.com/chrpin/rodi,chrpin/rodi
Serious Leisure In The Digital World: Exploring The Information Behaviour Of Fan Communities,L. Price,https://openaccess.city.ac.uk/id/eprint/19090/1/Price%2C%20Ludovica%20%28Redacted%29.pdf,235,https://github.com/annathecrow/toasty_tools/blob/master/_original/get_tagstats.py.,github.com/annathecrow/toasty_tools,annathecrow/toasty_tools
On the Memory Properties of Recurrent Neural Models,A. J. Russell,https://openaccess.city.ac.uk/id/eprint/19875/1/Benetos%20On%20the%20Memory%202017%20Accepted.pdf,7,https://github.com/pybrain/pybrain/pull/176,github.com/pybrain/pybrain,pybrain/pybrain
Minimizing conservativity violations in ontology alignments: algorithms and evaluation,A. Solimando,https://openaccess.city.ac.uk/id/eprint/22961/1/kais-conservativity.pdf,26,https://github.com/asolimando/logmap-conservativity/,github.com/asolimando/logmap-conservativity,asolimando/logmap-conservativity
DDoS victim service containment to minimize the internal collateral damages in cloud computing,G. Somani,https://openaccess.city.ac.uk/id/eprint/16244/1/compelecenggR2.pdf,18,https://github.com/jgmdev/ddos-deﬂate,github.com/jgmdev/ddos-deflate,jgmdev/ddos-deflate
Library Carpentry: software skills training for library professionals,J. Baker,https://openaccess.city.ac.uk/id/eprint/16083/1/L_C_Liber_10176-22030-1-PB.pdf,19,https://github.com/LibraryCarpentry/week-four-library-carpentry/,github.com/LibraryCarpentry/week-four-library-carpentry,LibraryCarpentry/week-four-library-carpentry
Library Carpentry: software skills training for library professionals,J. Baker,https://openaccess.city.ac.uk/id/eprint/16083/1/L_C_Liber_10176-22030-1-PB.pdf,22,https://github.com/programminghistorian/jekyll/issues/152.,github.com/programminghistorian/jekyll,programminghistorian/jekyll
Is voice a marker for autism spectrum disorder? A systematic review and meta-analysis,R. Fusaroli,https://openaccess.city.ac.uk/id/eprint/14995/3/Fusaroli%20et%20al.%252C%20%25282016%2529%20pre-pub.pdf,11,https://github.com/fusaroli/AcousticPatternsInASD,github.com/fusaroli/AcousticPatternsInASD,fusaroli/AcousticPatternsInASD
Analysis of bandwidth attacks in a bittorrent swarm,Florian Adamsky,https://openaccess.city.ac.uk/id/eprint/16158/1/Adamsky%2C%20Florian.pdf,56,https://github.com/bittorrent/libutp,github.com/bittorrent/libutp,bittorrent/libutp
"Evolutionary combinatorial optimisation for energy storage scheduling, and web-based power systems analysis using PHP",Simon Agamah,https://openaccess.city.ac.uk/id/eprint/15837/1/Agamah%2C%20Simon.pdf,189,https://github.com/facebook/hhvm/wiki.,github.com/facebook/hhvm,facebook/hhvm
"Audio-scores, a resource for composition and computer-aided performance",Jonathan Bell,https://openaccess.city.ac.uk/id/eprint/17285/1/Bell%2C%20Jonathan_Redacted.pdf,169,https://github.com/collective-soundworks/sync,github.com/collective-soundworks/sync,collective-soundworks/sync
Model driven certification of Cloud service security based on continuous monitoring,M. Krotsiani,https://openaccess.city.ac.uk/id/eprint/15044/1/Krotsiani%2C%20Maria.pdf,283,https://github.com/mcafee/mysql-audit,github.com/mcafee/mysql-audit,mcafee/mysql-audit
"Quem Retuita Quem? Papéis de ativistas, celebridades e imprensa durante os #protestosbr no Twitter",G. Da Silva Zago,https://openaccess.city.ac.uk/id/eprint/17088/1/Observatorio%20%28OBS%29%20-%20Quem%20Retuita%20Quem%20800-3408-1-PB.pdf,6,https://github.com/540co/yourTwapperKeeper,github.com/540co/yourTwapperKeeper,540co/yourTwapperKeeper
Fast Volume Reconstruction From Motion Corrupted Stacks of 2D Slices,B. Kainz,https://openaccess.city.ac.uk/id/eprint/21915/1/07064742.pdf,8,https://github.com/BioMedIA/IRTK.,github.com/BioMedIA/IRTK,BioMedIA/IRTK
Fast Volume Reconstruction From Motion Corrupted Stacks of 2D Slices,B. Kainz,https://openaccess.city.ac.uk/id/eprint/21915/1/07064742.pdf,12,https://github.com/bkainz/fetalReconstruction.git.,github.com/bkainz/fetalReconstruction,bkainz/fetalReconstruction
"Seiberg duality, quiver gauge theories, and Ihara's zeta function",D. Zhou,https://openaccess.city.ac.uk/id/eprint/16451/1/1502.05771.pdf,19,https://github.com/dayzhou/Seiberg-Diophantine.,github.com/dayzhou/Seiberg-Diophantine,dayzhou/Seiberg-Diophantine
Investigating the direct manipulation of ranking tables for time navigation,R. Vuillemot,https://openaccess.city.ac.uk/id/eprint/16714/1/2015_CHI_dragtables.pdf,3,https://github.com/romsson/dragit),github.com/romsson/dragit,romsson/dragit
"Tents, tweets, and events: The interplay between ongoing protests and social media",M. T. Bastos,https://openaccess.city.ac.uk/id/eprint/6119/1/Tents%2C%20tweets%20and%20events%20%28pre-publication%29.pdf,30,https://github.com/540co/yourTwapperKeeper,github.com/540co/yourTwapperKeeper,540co/yourTwapperKeeper
"Android Security: A Survey of Issues, Malware Penetration, and Defenses",P. Faruki,https://openaccess.city.ac.uk/id/eprint/12200/1/comsec-review%28Raj%29.pdf,22,https://github.com/bibanon/android-development-,github.com/bibanon/android-development-,bibanon/android-development-codex
"Android Security: A Survey of Issues, Malware Penetration, and Defenses",P. Faruki,https://openaccess.city.ac.uk/id/eprint/12200/1/comsec-review%28Raj%29.pdf,24,https://github.com/honeynet/apkinspector/,github.com/honeynet/apkinspector,honeynet/apkinspector
Two sword lengths apart: Credible commitment problems and physical violence in democratic national legislatures,C. Gandrud,https://openaccess.city.ac.uk/id/eprint/12759/7/JPR604707-2-17.pdf,9,https://github.com/christophergandrud/Disproportion,github.com/christophergandrud/Disproportion,christophergandrud/Disproportionality_Data
Monitoring-Based Certification of Cloud Service Security,M. Krotsiani,https://openaccess.city.ac.uk/id/eprint/13219/1/ctc-2015-krotsiani.pdf,17,https://github.com/mcafee/mysql-audit,github.com/mcafee/mysql-audit,mcafee/mysql-audit
Models of aposematism and the role of aversive learning,J. Teichmann,https://openaccess.city.ac.uk/id/eprint/13431/1/Teichmann%2C%20J.pdf,130,https://github.com/teichmaj/PredatorReinforcementLearningSimulator.,github.com/teichmaj/PredatorReinforcementLearningSimulator,teichmaj/PredatorReinforcementLearningSimulator
"Mortality: modelling, socio-economic differences and basis risk",Andres Villegas Ramirez,https://openaccess.city.ac.uk/id/eprint/13574/1/Villegas-Ramirez%2C%20A..pdf,209,https://github.com/amvillegas/StMoMo,github.com/amvillegas/StMoMo,amvillegas/StMoMo
Visual Analytic Extraction of Meaning from Photo-Sharing Services for Leisure Pedestrian Routing,A. Kachkaev,https://openaccess.city.ac.uk/id/eprint/12460/9/Alexander_Kachkaev_-_PhD_thesis_2014_low_res.pdf,87,http://github.com/kachkaev/php-r):,github.com/kachkaev/php-r,kachkaev/php-r
Visual Analytic Extraction of Meaning from Photo-Sharing Services for Leisure Pedestrian Routing,A. Kachkaev,https://openaccess.city.ac.uk/id/eprint/12460/9/Alexander_Kachkaev_-_PhD_thesis_2014_low_res.pdf,92,https://github.com/kachkaev/KachkaevDatasetAbstractionBundle.,github.com/kachkaev/KachkaevDatasetAbstractionBundle,kachkaev/KachkaevDatasetAbstractionBundle
Visual Analytic Extraction of Meaning from Photo-Sharing Services for Leisure Pedestrian Routing,A. Kachkaev,https://openaccess.city.ac.uk/id/eprint/12460/9/Alexander_Kachkaev_-_PhD_thesis_2014_low_res.pdf,185,http://github.com/kachkaev/survey-glyphs/tree/master/data.,github.com/kachkaev/survey-glyphs,kachkaev/survey-glyphs
Visual Analytic Extraction of Meaning from Photo-Sharing Services for Leisure Pedestrian Routing,A. Kachkaev,https://openaccess.city.ac.uk/id/eprint/12460/9/Alexander_Kachkaev_-_PhD_thesis_2014_low_res.pdf,207,"https://github.com/Itseez/opencv/tree/master/data/haarcascades),",github.com/Itseez/opencv,Itseez/opencv
Visual Analytic Extraction of Meaning from Photo-Sharing Services for Leisure Pedestrian Routing,A. Kachkaev,https://openaccess.city.ac.uk/id/eprint/12460/9/Alexander_Kachkaev_-_PhD_thesis_2014_low_res.pdf,207,https://github.com/kachkaev/CICommandLineFaceDetector.,github.com/kachkaev/CICommandLineFaceDetector,kachkaev/CICommandLineFaceDetector
Visual Analytic Extraction of Meaning from Photo-Sharing Services for Leisure Pedestrian Routing,A. Kachkaev,https://openaccess.city.ac.uk/id/eprint/12460/9/Alexander_Kachkaev_-_PhD_thesis_2014_low_res.pdf,288,https://github.com/kachkaev/KachkaevPHPRBundle,github.com/kachkaev/KachkaevPHPRBundle,kachkaev/KachkaevPHPRBundle
À table! Improving temporal navigation in soccer ranking tables,C. Perin,https://openaccess.city.ac.uk/id/eprint/16703/1/2014_CHI_atable.pdf,7,https://github.com/charlesperin/atable.,github.com/charlesperin/atable,charlesperin/atable
Using Digital Traces for User Profiling: the Uncertainty of Identity Toolset,M. Adnan,https://openaccess.city.ac.uk/id/eprint/4486/1/SIN2014.pdf,3,https://github.com/kennethreitz/grequests,github.com/kennethreitz/grequests,kennethreitz/grequests
The Statistics of Vacuum Geometry,M. Duncan,https://openaccess.city.ac.uk/id/eprint/12863/1/1402.3162.pdf,29,https://github.com/dayzhou/Hilbert-Series,github.com/dayzhou/Hilbert-Series,dayzhou/Hilbert-Series
Visualising Chord Progressions in Music Collections: A Big Data Approach,A. Kachkaev,https://openaccess.city.ac.uk/id/eprint/5629/1/kachwobar_vis.pdf,4,http://github.com/kriswallsmith/assetic,github.com/kriswallsmith/assetic,kriswallsmith/assetic
Low-cost representation for restricted Boltzmann machines,S. Tran,https://openaccess.city.ac.uk/id/eprint/11840/1/iconip_14.pdf,7,https://github.com/sFunzi/Low-costRBM/.,github.com/sFunzi/Low-costRBM,sFunzi/Low-costRBM
Crowd-sourced Photographic Content for Urban Recreational Route Planning,A. Kachkaev,https://openaccess.city.ac.uk/id/eprint/2828/1/kachkaev_crowd-sourced_2013-colour.pdf,7,https://github.com/kachkaev/photoassessment.,github.com/kachkaev/photoassessment,kachkaev/photoassessment
Exploring Subjective Survey Classification of a Photographic Archive using Visual Analytics,A. Kachkaev,https://openaccess.city.ac.uk/id/eprint/2785/1/kachkaev_ieeevis_2013_poster-summary_final_corrected.pdf,3,http://github.com/kachkaev/photoassessment,github.com/kachkaev/photoassessment,kachkaev/photoassessment
Security analysis of the micro transport protocol with a misbehaving receiver,F. Adamsky,https://openaccess.city.ac.uk/id/eprint/1967/1/cyberc12-florian-paper%20pdf.pdf,4,https://github.com/bittorrent/libutp,github.com/bittorrent/libutp,bittorrent/libutp
BADREX: In situ expansion and coreference of biomedical abbreviations using dynamic regular expressions,P. Gooch,https://openaccess.city.ac.uk/id/eprint/1163/1/Gooch_BADREX_biomedical_abbreviation_expansion_2012.pdf,1,https://github.com/philgooch/BADREX-Biomedical-Abbreviation-,github.com/philgooch/BADREX-Biomedical-Abbreviation-,philgooch/BADREX-Biomedical-Abbreviation-Expander
